"GNU/Linux","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/logognulinux.png"
"Java","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/logojava.png"
"Git","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/l_git.png"
"JavaScript","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/l_javaScript.png"
"Estructuras de datos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/l_estructura.png"
"Algoritmos","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/l_algoritmo.png"
"Python","https://raw.githubusercontent.com/ConocimientoAntiguo/IMAPU/main/imagenes%20app%202021/l_python.png"
