"¿Cómo potenciar mis proyectos con AWS y otros servicios de nube?","Taller gratuito para todo público. ¿Has escuchado hablar acerca de ""la nube"" y te gustaría realmente conocer qué es? ¿Tienes proyectos en mente que necesitan de infraestructura de cómputo? ¡Inscríbete y conoce como AWS y otros servicios de nube pueden ayudarte!","Viernes 3 de Diciembre de 2021 de 3:00 pm a 5:00 pm","https://scontent.fmex1-4.fna.fbcdn.net/v/t39.30808-6/261549491_10159729468007920_688500656620997315_n.png?_nc_cat=104&ccb=1-5&_nc_sid=730e14&_nc_eui2=AeFpiDQ4SzLzCbZX568n_-lkHcgeImuOpa8dyB4ia46lr2VQIWJ9p34RLghVBls2pXGMhaiC0-5tfnzebDEnVpXy&_nc_ohc=vICEw20O14IAX_TmZfn&_nc_ht=scontent.fmex1-4.fna&oh=00_AT9aHE42_AyAIO0-m-7w-v6Dc_zlBvWC_iHSBfFDD9cozw&oe=61DD8479"
"Mis primeros gráficos en Python con Numpy y Matplotlib","Taller gratuito para todo público. ¿Sabías que Python cuenta con módulos científicos llamados Numpy y Matplotlib? 📊 📚 En este taller aprenderás a utilizar los módulos científicos que Python tiene para ti. 😏","Viernes 26 de Noviembre de 6:00 pm a 8:00 pm","https://scontent.fmex1-4.fna.fbcdn.net/v/t39.30808-6/260231328_10159714916662920_7928592382360025091_n.png?_nc_cat=109&ccb=1-5&_nc_sid=730e14&_nc_eui2=AeFNMPmVB0mSp2U4-_anHGZmYg9EfP8FjSliD0R8_wWNKajD321rWRP8EajtYY8lpT3zv1hCCKhS4uo4_XTvtghs&_nc_ohc=9SaL40RXpvkAX8_UTE6&_nc_ht=scontent.fmex1-4.fna&oh=00_AT-_dTQmmSV8eDbaVM4nMdfBJaAFyBSp-JL0FsvMkW3RiA&oe=61DD1766"
